name,team,team name,division,year,qualified
Malachi Lott,SHSU,Sam Houston State University,1,2024,False
Marshall Wales,SHSU,Sam Houston State University,1,2024,False
Michael Watson,SHSU,Sam Houston State University,1,2024,True
Miles Hellums,SHSU,Sam Houston State University,1,2024,True
Noah Kendrick,SHSU,Sam Houston State University,1,2024,False
Rome Shubert,SHSU,Sam Houston State University,1,2024,False
Ryan Peterson,SHSU,Sam Houston State University,1,2024,False
Wyatt Tucker,SHSU,Sam Houston State University,1,2024,False
Charlie Costello,SHU,Sacred Heart University,1,2024,False
David Aufiero,SHU,Sacred Heart University,1,2024,False
Elijah Foster,SHU,Sacred Heart University,1,2024,True
Jack Kramer,SHU,Sacred Heart University,1,2024,False
Jacob Wiberg,SHU,Sacred Heart University,1,2024,False
Jake Babuschak,SHU,Sacred Heart University,1,2024,True
Jake McDowell,SHU,Sacred Heart University,1,2024,False
Jonathan Peterson,SHU,Sacred Heart University,1,2024,False
Joseph Trombley,SHU,Sacred Heart University,1,2024,True
Michael Boyian,SHU,Sacred Heart University,1,2024,False
Mitch Hawkins,SHU,Sacred Heart University,1,2024,False
Nick Kane,SHU,Sacred Heart University,1,2024,False
Owen MacDonnell,SHU,Sacred Heart University,1,2024,True
PJ Rogan,SHU,Sacred Heart University,1,2024,False
Paul Glenchur,SHU,Sacred Heart University,1,2024,False
Trent Price,SHU,Sacred Heart University,1,2024,False
Alistair Morin,SIE,Siena College,1,2024,True
Arnad Mulamekic,SIE,Siena College,1,2024,True
Billy Rozakis,SIE,Siena College,1,2024,True
Casey Vaughn,SIE,Siena College,1,2024,False
Connor Byrne,SIE,Siena College,1,2024,False
Evan Saulys,SIE,Siena College,1,2024,False
Joey Laurer,SIE,Siena College,1,2024,False
Matt Rowe,SIE,Siena College,1,2024,False
Noah Rodriguez,SIE,Siena College,1,2024,True
Noah Wieczorek,SIE,Siena College,1,2024,False
Nolan Puglisi,SIE,Siena College,1,2024,False
Ramsey Collins,SIE,Siena College,1,2024,False
Randall Hien,SIE,Siena College,1,2024,False
Richie Paltridge,SIE,Siena College,1,2024,False
Ryan Taffe,SIE,Siena College,1,2024,False
Sebastian Bentz,SIE,Siena College,1,2024,False
Trevor Kobryn,SIE,Siena College,1,2024,False
Tyler Kidwell,SIE,Siena College,1,2024,False
Tyler Tilton,SIE,Siena College,1,2024,False
Aidan Foeller,SIU,Southern Illinois University,1,2024,True
Al Holguin,SIU,Southern Illinois University,1,2024,True
Alec Nigut,SIU,Southern Illinois University,1,2024,True
Andrew Yusypchuk,SIU,Southern Illinois University,1,2024,False
Anthony Pron,SIU,Southern Illinois University,1,2024,False
Ben Riffe,SIU,Southern Illinois University,1,2024,False
Cade Carter,SIU,Southern Illinois University,1,2024,False
Cole Koonce,SIU,Southern Illinois University,1,2024,False
Easton Dermody,SIU,Southern Illinois University,1,2024,True
Jake Combs,SIU,Southern Illinois University,1,2024,False
Kade Coombe,SIU,Southern Illinois University,1,2024,False
Mike Hansell,SIU,Southern Illinois University,1,2024,True
Oliver Parizek,SIU,Southern Illinois University,1,2024,False
Sam Myers,SIU,Southern Illinois University,1,2024,False
Scott Harper,SIU,Southern Illinois University,1,2024,False
Shane Wilhelm,SIU,Southern Illinois University,1,2024,False
Tanner Gerdes,SIU,Southern Illinois University,1,2024,False
Alex Rodriguez,SIUE,Southern Illinois University Edwardsville,1,2024,False
Andrew Ressler,SIUE,Southern Illinois University Edwardsville,1,2024,False
Dimitri Ivetic,SIUE,Southern Illinois University Edwardsville,1,2024,False
Duncan McLaughlin,SIUE,Southern Illinois University Edwardsville,1,2024,False
Garrett Helsel,SIUE,Southern Illinois University Edwardsville,1,2024,True
Gunner Millsap,SIUE,Southern Illinois University Edwardsville,1,2024,False
Ian Benner,SIUE,Southern Illinois University Edwardsville,1,2024,False
Jacob Kampf,SIUE,Southern Illinois University Edwardsville,1,2024,False
Joseph Martin,SIUE,Southern Illinois University Edwardsville,1,2024,False
Kyle Athmer,SIUE,Southern Illinois University Edwardsville,1,2024,False
Liam Mckillop,SIUE,Southern Illinois University Edwardsville,1,2024,False
Lucas Spence,SIUE,Southern Illinois University Edwardsville,1,2024,False
Matthew Gist,SIUE,Southern Illinois University Edwardsville,1,2024,False
Spencer Stearns,SIUE,Southern Illinois University Edwardsville,1,2024,False
Tyler DeLong,SIUE,Southern Illinois University Edwardsville,1,2024,True
Zeus Ponder,SIUE,Southern Illinois University Edwardsville,1,2024,False
Cade Cushing,SJSU,San Jose State University,1,2024,False
Cade Van Allen,SJSU,San Jose State University,1,2024,False
Caden Duke,SJSU,San Jose State University,1,2024,False
Casey Spencer,SJSU,San Jose State University,1,2024,False
Corey Sanchez,SJSU,San Jose State University,1,2024,False
Drew Stapleton,SJSU,San Jose State University,1,2024,False
Ethan Ross,SJSU,San Jose State University,1,2024,True
Gary Hall,SJSU,San Jose State University,1,2024,False
Jesse Gutierrez,SJSU,San Jose State University,1,2024,True
Joey Cammarata,SJSU,San Jose State University,1,2024,False
Keaton Chase,SJSU,San Jose State University,1,2024,False
Michael Rice,SJSU,San Jose State University,1,2024,False
Micky Thompson,SJSU,San Jose State University,1,2024,True
Nolan George,SJSU,San Jose State University,1,2024,True
Tyler Albanese,SJSU,San Jose State University,1,2024,False
AJ Lausten,SJU,St. John's University,1,2024,False
Andrew Castelluccio,SJU,St. John's University,1,2024,False
Ben Adams,SJU,St. John's University,1,2024,False
Chad Falcon,SJU,St. John's University,1,2024,False
Chris Batuyios,SJU,St. John's University,1,2024,False
Chuck Sanzio,SJU,St. John's University,1,2024,False
Evan Chaffee,SJU,St. John's University,1,2024,True
Jacob Ruiz,SJU,St. John's University,1,2024,False
Jed Boyle,SJU,St. John's University,1,2024,False
Joe Mascio,SJU,St. John's University,1,2024,False
Kyle Chase,SJU,St. John's University,1,2024,False
Louis Marinaro,SJU,St. John's University,1,2024,True
Mario Pesca,SJU,St. John's University,1,2024,True
Sam Mettert,SJU,St. John's University,1,2024,False
TJ Winn,SJU,St. John's University,1,2024,False
Tim Cunningham,SJU,St. John's University,1,2024,False
Xavier Kolhosser,SJU,St. John's University,1,2024,True
Charlie Weber,SLU,Saint Louis University,1,2024,True
Dawson Smith,SLU,Saint Louis University,1,2024,False
Easton Richter,SLU,Saint Louis University,1,2024,False
Ethan Bell,SLU,Saint Louis University,1,2024,False
Evan Gray,SLU,Saint Louis University,1,2024,False
Henry Litman,SLU,Saint Louis University,1,2024,False
Jack Weber,SLU,Saint Louis University,1,2024,False
Jackson Holmes,SLU,Saint Louis University,1,2024,True
Jackson Yarberry,SLU,Saint Louis University,1,2024,True
Josh Cunningham,SLU,Saint Louis University,1,2024,False
Luke Gasser,SLU,Saint Louis University,1,2024,False
Max Babich,SLU,Saint Louis University,1,2024,False
Owen Chaffin,SLU,Saint Louis University,1,2024,False
Owen Kelly,SLU,Saint Louis University,1,2024,False
Tommy Ray,SLU,Saint Louis University,1,2024,False
Will Bolinger,SLU,Saint Louis University,1,2024,False
Adam Enyart,SMC,Saint Mary's College of California,1,2024,False
Connor Kinney,SMC,Saint Mary's College of California,1,2024,False
Connor Linchey,SMC,Saint Mary's College of California,1,2024,True
Daniel Guevara Castro,SMC,Saint Mary's College of California,1,2024,False
David Thomas,SMC,Saint Mary's College of California,1,2024,False
Derik Eaquinto,SMC,Saint Mary's College of California,1,2024,True
Dylan Delvecchio,SMC,Saint Mary's College of California,1,2024,True
Jason Reitz,SMC,Saint Mary's College of California,1,2024,True
John Damozonio,SMC,Saint Mary's College of California,1,2024,False
Justin Santiago,SMC,Saint Mary's College of California,1,2024,False
Owen Cuffe,SMC,Saint Mary's College of California,1,2024,False
Preston Howey,SMC,Saint Mary's College of California,1,2024,False
Ryan Sanders,SMC,Saint Mary's College of California,1,2024,True
Ryan Wiltse,SMC,Saint Mary's College of California,1,2024,True
Sam Rice,SMC,Saint Mary's College of California,1,2024,False
Shawn McBroom,SMC,Saint Mary's College of California,1,2024,False
Antoine Harris,SOU,Southern Utah University,1,2024,False
Caleb Washington,SOU,Southern Utah University,1,2024,False
Carlos Tumpkin,SOU,Southern Utah University,1,2024,False
Charles Green,SOU,Southern Utah University,1,2024,False
Christian Davis,SOU,Southern Utah University,1,2024,False
Dominic Dotson,SOU,Southern Utah University,1,2024,False
Drew Lasseigne,SOU,Southern Utah University,1,2024,True
Genesis Prosper,SOU,Southern Utah University,1,2024,False
Jaden Brasseaux,SOU,Southern Utah University,1,2024,False
Jerry Burkett II,SOU,Southern Utah University,1,2024,False
Joseph Semien,SOU,Southern Utah University,1,2024,False
Nick Luckett,SOU,Southern Utah University,1,2024,False
Nyle Banks,SOU,Southern Utah University,1,2024,False
Oliver Brown,SOU,Southern Utah University,1,2024,False
Perry Kyles,SOU,Southern Utah University,1,2024,False
Peyton Huff,SOU,Southern Utah University,1,2024,False
Ranard Grace,SOU,Southern Utah University,1,2024,True
Rashard Grace,SOU,Southern Utah University,1,2024,False
Ryan Sadir,SOU,Southern Utah University,1,2024,False
Brendon Wilson,SPU,Seattle Pacific University,1,2024,False
Cam Martindale,SPU,Seattle Pacific University,1,2024,False
David Delgadillo,SPU,Seattle Pacific University,1,2024,False
Drew DelCollo,SPU,Seattle Pacific University,1,2024,False
Jarred Jackette,SPU,Seattle Pacific University,1,2024,False
John Wade,SPU,Seattle Pacific University,1,2024,False
Jonny Gilligan,SPU,Seattle Pacific University,1,2024,True
Kurt Thomas,SPU,Seattle Pacific University,1,2024,False
Linden Reaburn,SPU,Seattle Pacific University,1,2024,False
Logan Wenzel,SPU,Seattle Pacific University,1,2024,True
Marcus Monroe,SPU,Seattle Pacific University,1,2024,True
Mason Williams,SPU,Seattle Pacific University,1,2024,True
Michael Walsh,SPU,Seattle Pacific University,1,2024,False
Yash Jain,SPU,Seattle Pacific University,1,2024,True
Zach Frasher,SPU,Seattle Pacific University,1,2024,False
Aidan Keenan,STAN,Stanford University,1,2024,False
Ben Reimers,STAN,Stanford University,1,2024,False
Charlie Saum,STAN,Stanford University,1,2024,False
Christian Lim,STAN,Stanford University,1,2024,True
Gavin Nalu,STAN,Stanford University,1,2024,False
Jaden Bruno,STAN,Stanford University,1,2024,False
Joey Volchko,STAN,Stanford University,1,2024,False
Kassius Thomas,STAN,Stanford University,1,2024,False
Matt Scott,STAN,Stanford University,1,2024,True
Nathan Fleischli,STAN,Stanford University,1,2024,False
Nick Dugan,STAN,Stanford University,1,2024,True
Ryan Speshyock,STAN,Stanford University,1,2024,False
Toran OHarran,STAN,Stanford University,1,2024,False
Trevor Moore,STAN,Stanford University,1,2024,True
Brendan Pattermann,STBK,St. Bonaventure University,1,2024,False
Colin Rhein,STBK,St. Bonaventure University,1,2024,True
Colton Book,STBK,St. Bonaventure University,1,2024,False
Eddie Smink,STBK,St. Bonaventure University,1,2024,True
Erik Paulsen,STBK,St. Bonaventure University,1,2024,True
JT Raab,STBK,St. Bonaventure University,1,2024,True
Jerek Hobb,STBK,St. Bonaventure University,1,2024,False
Matthew Jackson,STBK,St. Bonaventure University,1,2024,False
Nicholas Rizzo,STBK,St. Bonaventure University,1,2024,True
Quinlan Montgomery,STBK,St. Bonaventure University,1,2024,False
Ty Panariello,STBK,St. Bonaventure University,1,2024,False
Ty Saunders,STBK,St. Bonaventure University,1,2024,True
Tyler Stout,STBK,St. Bonaventure University,1,2024,False
Anthony DeFabbia,STET,Stetson University,1,2024,True
Aric McAtee,STET,Stetson University,1,2024,True
Brendan Walker,STET,Stetson University,1,2024,False
Chris Shine,STET,Stetson University,1,2024,False
Cole Stallings,STET,Stetson University,1,2024,False
Daniel Paret,STET,Stetson University,1,2024,True
Danny Garcia,STET,Stetson University,1,2024,False
Dylan Jacobs,STET,Stetson University,1,2024,True
Gabriel Cruz,STET,Stetson University,1,2024,False
Jack Owens,STET,Stetson University,1,2024,False
John Modugno,STET,Stetson University,1,2024,False
Matthew Heyl,STET,Stetson University,1,2024,False
Mike McCully,STET,Stetson University,1,2024,False
Nick Durgin,STET,Stetson University,1,2024,True
TJ Melani,STET,Stetson University,1,2024,False
Tyler Van Dyke,STET,Stetson University,1,2024,False
Zane Coppersmith,STET,Stetson University,1,2024,False
Bryce Leedle,STMN,St. Mary's University,1,2024,False
Carl Cano,STMN,St. Mary's University,1,2024,False
Devon Schewe,STMN,St. Mary's University,1,2024,True
Evan Esch,STMN,St. Mary's University,1,2024,True
Evan Jackson,STMN,St. Mary's University,1,2024,False
Griffin Leiner,STMN,St. Mary's University,1,2024,False
Jack Blesch,STMN,St. Mary's University,1,2024,False
Jacob Mrosko,STMN,St. Mary's University,1,2024,True
Kolby Gartner,STMN,St. Mary's University,1,2024,True
Marcus Kruzan,STMN,St. Mary's University,1,2024,False
Marlin Sejnoha III,STMN,St. Mary's University,1,2024,False
Max Skilbeck,STMN,St. Mary's University,1,2024,False
Nolan Kemp,STMN,St. Mary's University,1,2024,False
Nolan Phillips,STMN,St. Mary's University,1,2024,False
Tucker Huhn,STMN,St. Mary's University,1,2024,False
Walker Retz,STMN,St. Mary's University,1,2024,True
Wyatt Nelson,STMN,St. Mary's University,1,2024,False
Zak Endres,STMN,St. Mary's University,1,2024,False
Billy Duff,STO,Stony Brook University,1,2024,False
Braydon Gray,STO,Stony Brook University,1,2024,True
Frankie Melendez,STO,Stony Brook University,1,2024,False
Jack Iannibelli,STO,Stony Brook University,1,2024,False
Jake Lanzer,STO,Stony Brook University,1,2024,False
Jimmy Gilleran,STO,Stony Brook University,1,2024,False
Joe Castrichini,STO,Stony Brook University,1,2024,False
Jordan Marot,STO,Stony Brook University,1,2024,False
Justin Tullish,STO,Stony Brook University,1,2024,False
Max Brulport,STO,Stony Brook University,1,2024,False
Peter Haas,STO,Stony Brook University,1,2024,True
Pierce Friedman,STO,Stony Brook University,1,2024,False
Rob Moynihan,STO,Stony Brook University,1,2024,False
Ryan Douglas,STO,Stony Brook University,1,2024,True
Tim Cotter,STO,Stony Brook University,1,2024,False
Zach Brockner,STO,Stony Brook University,1,2024,False
Zach Gleason,STO,Stony Brook University,1,2024,False
Brad Rudis,TA&M,Texas A&M University,1,2024,False
Braden Montgomery,TA&M,Texas A&M University,1,2024,False
Brett Antolick,TA&M,Texas A&M University,1,2024,False
Brock Peery,TA&M,Texas A&M University,1,2024,False
Chris Cortez,TA&M,Texas A&M University,1,2024,True
Eldridge Armstrong III,TA&M,Texas A&M University,1,2024,False
Evan Aschenbeck,TA&M,Texas A&M University,1,2024,True
Isaac Morton,TA&M,Texas A&M University,1,2024,False
Jason Bodin,TA&M,Texas A&M University,1,2024,False
Jett Johnston,TA&M,Texas A&M University,1,2024,False
Josh Stewart,TA&M,Texas A&M University,1,2024,False
Justin Lamkin,TA&M,Texas A&M University,1,2024,True
Kaiden Wilson,TA&M,Texas A&M University,1,2024,False
Luke Jackson,TA&M,Texas A&M University,1,2024,False
Peyton Smith,TA&M,Texas A&M University,1,2024,False
Ryan Prager,TA&M,Texas A&M University,1,2024,True
Shane Sdao,TA&M,Texas A&M University,1,2024,False
Tanner Jones,TA&M,Texas A&M University,1,2024,False
Troy Wansing,TA&M,Texas A&M University,1,2024,False
Weston Moss,TA&M,Texas A&M University,1,2024,False
Zane Badmaev,TA&M,Texas A&M University,1,2024,False
Braydon Risley,TAR,University of North Carolina at Chapel Hill,1,2024,True
Breck Bradshaw,TAR,University of North Carolina at Chapel Hill,1,2024,False
Devon Patel,TAR,University of North Carolina at Chapel Hill,1,2024,False
Dominic Corgiat,TAR,University of North Carolina at Chapel Hill,1,2024,False
Ethan Campos,TAR,University of North Carolina at Chapel Hill,1,2024,False
Grant Garza,TAR,University of North Carolina at Chapel Hill,1,2024,True
Jack Driskell,TAR,University of North Carolina at Chapel Hill,1,2024,False
Jake Burcham,TAR,University of North Carolina at Chapel Hill,1,2024,False
Matt Haley,TAR,University of North Carolina at Chapel Hill,1,2024,True
Nile Foss,TAR,University of North Carolina at Chapel Hill,1,2024,False
Parrish Beagle,TAR,University of North Carolina at Chapel Hill,1,2024,False
Piercen McElyea,TAR,University of North Carolina at Chapel Hill,1,2024,True
Reese Bassinger,TAR,University of North Carolina at Chapel Hill,1,2024,True
Spencer Hatch,TAR,University of North Carolina at Chapel Hill,1,2024,False
Tanner Carter,TAR,University of North Carolina at Chapel Hill,1,2024,False
Tyler Olson,TAR,University of North Carolina at Chapel Hill,1,2024,False
Tyler Sudderth,TAR,University of North Carolina at Chapel Hill,1,2024,False
Zach Poe,TAR,University of North Carolina at Chapel Hill,1,2024,False
Andrew Mosiello,TCU,Texas Christian University,1,2024,False
Ben Abeldt,TCU,Texas Christian University,1,2024,True
Ben Hampton,TCU,Texas Christian University,1,2024,False
Braeden Sloan,TCU,Texas Christian University,1,2024,False
Caedmon Parker,TCU,Texas Christian University,1,2024,False
Chase Hoover,TCU,Texas Christian University,1,2024,False
Colt Taylor,TCU,Texas Christian University,1,2024,False
Hunter Hodges,TCU,Texas Christian University,1,2024,False
Jax Traeger,TCU,Texas Christian University,1,2024,False
Kole Klecker,TCU,Texas Christian University,1,2024,True
Kyle Ayers,TCU,Texas Christian University,1,2024,False
Louis Rodriguez,TCU,Texas Christian University,1,2024,True
Mason Bixby,TCU,Texas Christian University,1,2024,False
Payton Tolle,TCU,Texas Christian University,1,2024,True
Storm Hierholzer,TCU,Texas Christian University,1,2024,False
Zachary Cawyer,TCU,Texas Christian University,1,2024,False
Zack Morris,TCU,Texas Christian University,1,2024,False
A.J. Causey,TENN,University of Tennessee Knoxville,1,2024,True
AJ Russell,TENN,University of Tennessee Knoxville,1,2024,False
Aaron Combs,TENN,University of Tennessee Knoxville,1,2024,False
Andrew Behnke,TENN,University of Tennessee Knoxville,1,2024,False
Austin Hunley,TENN,University of Tennessee Knoxville,1,2024,False
Brady Robertson,TENN,University of Tennessee Knoxville,1,2024,False
Brayden Sharp,TENN,University of Tennessee Knoxville,1,2024,False
Chris Stamos,TENN,University of Tennessee Knoxville,1,2024,False
Derek Schaefer,TENN,University of Tennessee Knoxville,1,2024,False
Drew Beam,TENN,University of Tennessee Knoxville,1,2024,True
Dylan Loy,TENN,University of Tennessee Knoxville,1,2024,False
JJ Garcia,TENN,University of Tennessee Knoxville,1,2024,False
Kirby Connell,TENN,University of Tennessee Knoxville,1,2024,False
Luke Payne,TENN,University of Tennessee Knoxville,1,2024,False
Marcus Phillips,TENN,University of Tennessee Knoxville,1,2024,False
Matthew Dallas,TENN,University of Tennessee Knoxville,1,2024,False
Nate Snead,TENN,University of Tennessee Knoxville,1,2024,True
Zander Sechrist,TENN,University of Tennessee Knoxville,1,2024,True
Ace Whitehead,TEX,University of Texas at Austin,1,2024,True
Andre Duplantier II,TEX,University of Texas at Austin,1,2024,False
Cade O'Hara,TEX,University of Texas at Austin,1,2024,False
Charlie Hurley,TEX,University of Texas at Austin,1,2024,False
Chase Lummus,TEX,University of Texas at Austin,1,2024,False
Cody Howard,TEX,University of Texas at Austin,1,2024,False
Cole Selvig,TEX,University of Texas at Austin,1,2024,False
David Shaw,TEX,University of Texas at Austin,1,2024,False
Easton Tumis,TEX,University of Texas at Austin,1,2024,False
Gage Boehm,TEX,University of Texas at Austin,1,2024,True
Grant Fontenot,TEX,University of Texas at Austin,1,2024,False
Heston Tole,TEX,University of Texas at Austin,1,2024,False
Hudson Hamilton,TEX,University of Texas at Austin,1,2024,False
Jared Thomas,TEX,University of Texas at Austin,1,2024,False
Lebarron Johnson Jr.,TEX,University of Texas at Austin,1,2024,True
Luke Harrison,TEX,University of Texas at Austin,1,2024,False
Max Grubbs,TEX,University of Texas at Austin,1,2024,True
Tanner Witt,TEX,University of Texas at Austin,1,2024,False
Andrew Guardino,TNTC,Tennessee Tech University,1,2024,False
Brody Lanham,TNTC,Tennessee Tech University,1,2024,False
Daniel Walter,TNTC,Tennessee Tech University,1,2024,False
Drew Mattox,TNTC,Tennessee Tech University,1,2024,False
Eli Huddleston,TNTC,Tennessee Tech University,1,2024,False
Jack Brafa,TNTC,Tennessee Tech University,1,2024,True
Jack Erdman,TNTC,Tennessee Tech University,1,2024,False
Jaxson Pease,TNTC,Tennessee Tech University,1,2024,True
Josh Beasley,TNTC,Tennessee Tech University,1,2024,False
Juan Vargas,TNTC,Tennessee Tech University,1,2024,False
Landon Smiddy,TNTC,Tennessee Tech University,1,2024,True
Lawson Stricklin,TNTC,Tennessee Tech University,1,2024,False
Matt Gelorme,TNTC,Tennessee Tech University,1,2024,False
Nick Vaccaro,TNTC,Tennessee Tech University,1,2024,False
Peyton Calitri,TNTC,Tennessee Tech University,1,2024,True
Reece McDuffie,TNTC,Tennessee Tech University,1,2024,False
Brennan McCune,TOL,University of Toledo,1,2024,False
Caden Kline,TOL,University of Toledo,1,2024,False
Camryn Szynski,TOL,University of Toledo,1,2024,False
Christian Lothes,TOL,University of Toledo,1,2024,False
Dane Hall,TOL,University of Toledo,1,2024,False
Grant Umberger,TOL,University of Toledo,1,2024,True
Jack Walker,TOL,University of Toledo,1,2024,False
Jackson Bergman,TOL,University of Toledo,1,2024,True
Jacob Tabor,TOL,University of Toledo,1,2024,False
Kyle Music,TOL,University of Toledo,1,2024,False
Kyle Pijaszek,TOL,University of Toledo,1,2024,False
Logan Danzeisen,TOL,University of Toledo,1,2024,False
Matt LeLito,TOL,University of Toledo,1,2024,False
Nathan Leininger,TOL,University of Toledo,1,2024,False
Noah Johnson,TOL,University of Toledo,1,2024,True
Patrick Dillon,TOL,University of Toledo,1,2024,False
RJ Shunck,TOL,University of Toledo,1,2024,False
Ryan Hughes,TOL,University of Toledo,1,2024,False
Tristan Sipple,TOL,University of Toledo,1,2024,False
Yianni Skeriotis,TOL,University of Toledo,1,2024,False
Andalo Santangelo,TOW,Towson University,1,2024,False
Andrew Luczak,TOW,Towson University,1,2024,False
Avery Heiple,TOW,Towson University,1,2024,False
Bobby Spencer,TOW,Towson University,1,2024,False
Brandon Jung,TOW,Towson University,1,2024,False
Brett Seils,TOW,Towson University,1,2024,True
Fritz Meyer,TOW,Towson University,1,2024,False
Jackson VanTassell,TOW,Towson University,1,2024,False
Jacob Whiteman,TOW,Towson University,1,2024,False
Jake Michel,TOW,Towson University,1,2024,False
Jordan Luton,TOW,Towson University,1,2024,False
Jordan Peyton,TOW,Towson University,1,2024,False
Justin Rebok,TOW,Towson University,1,2024,False
Kyle Emmons,TOW,Towson University,1,2024,False
Luis Rivera,TOW,Towson University,1,2024,False
Matt Lynch,TOW,Towson University,1,2024,True
Max Simpson,TOW,Towson University,1,2024,True
Nate Nabholz,TOW,Towson University,1,2024,False
Nick Karls,TOW,Towson University,1,2024,False
Ryder Jeske,TOW,Towson University,1,2024,False
Tyler Russo,TOW,Towson University,1,2024,False
Beau Fletcher,TROY,Troy University,1,2024,False
Brady Fuller,TROY,Troy University,1,2024,False
Clete Hartzog,TROY,Troy University,1,2024,True
Colton Walls,TROY,Troy University,1,2024,False
Connor Burt,TROY,Troy University,1,2024,False
Dylan King,TROY,Troy University,1,2024,False
Garrett Gainous,TROY,Troy University,1,2024,True
Grady Gorgen,TROY,Troy University,1,2024,False
Grayson Stewart,TROY,Troy University,1,2024,True
Isaac Silva,TROY,Troy University,1,2024,False
Jacob Roettgen,TROY,Troy University,1,2024,False
Jay Dill,TROY,Troy University,1,2024,False
Josh Dima,TROY,Troy University,1,2024,False
Kristian Asbury,TROY,Troy University,1,2024,False
Logan Ross,TROY,Troy University,1,2024,True
Luke Lyon,TROY,Troy University,1,2024,True
Matt Mercer,TROY,Troy University,1,2024,False
Michael Osmond,TROY,Troy University,1,2024,False
Noah Manning,TROY,Troy University,1,2024,False
Pavlos Piperakis,TROY,Troy University,1,2024,False
Ryan Pettys,TROY,Troy University,1,2024,False
Sam Schmidt,TROY,Troy University,1,2024,False
Brady Trombello,TTU,Texas Tech University,1,2024,False
Brendan Lysik,TTU,Texas Tech University,1,2024,False
Carson Baugh,TTU,Texas Tech University,1,2024,False
Chandler Coe,TTU,Texas Tech University,1,2024,False
Cole Kaase,TTU,Texas Tech University,1,2024,False
Derek Bridges,TTU,Texas Tech University,1,2024,False
Garet Boehm,TTU,Texas Tech University,1,2024,False
Hudson Luce,TTU,Texas Tech University,1,2024,False
Hudson Parker,TTU,Texas Tech University,1,2024,False
Isaiah Rhodes,TTU,Texas Tech University,1,2024,False
Jack Washburn,TTU,Texas Tech University,1,2024,False
Jacob Rogers,TTU,Texas Tech University,1,2024,False
Josh Sanders,TTU,Texas Tech University,1,2024,False
Kyle Robinson,TTU,Texas Tech University,1,2024,True
Mac Heuer,TTU,Texas Tech University,1,2024,False
Max Huffling,TTU,Texas Tech University,1,2024,False
Parker Hutyra,TTU,Texas Tech University,1,2024,False
Ryan Free,TTU,Texas Tech University,1,2024,True
Taber Fast,TTU,Texas Tech University,1,2024,False
Trendan Parish,TTU,Texas Tech University,1,2024,False
Zach Erdman,TTU,Texas Tech University,1,2024,False
Zane Petty,TTU,Texas Tech University,1,2024,False
Billy Price,TULN,Tulane University,1,2024,True
Blaise Wilcenski,TULN,Tulane University,1,2024,False
Carter Benbrook,TULN,Tulane University,1,2024,False
Chandler Welch,TULN,Tulane University,1,2024,True
Colin Reilly,TULN,Tulane University,1,2024,False
Henry Shuffler,TULN,Tulane University,1,2024,False
Jacob Moore,TULN,Tulane University,1,2024,False
Jake Saum,TULN,Tulane University,1,2024,False
Jonah Wachter,TULN,Tulane University,1,2024,False
Logan Hurd,TULN,Tulane University,1,2024,False
Luc Fladda,TULN,Tulane University,1,2024,True
Michael Lombardi,TULN,Tulane University,1,2024,False
Tayler Montiel,TULN,Tulane University,1,2024,False
Trey Cehajic,TULN,Tulane University,1,2024,False
Will Clements,TULN,Tulane University,1,2024,False
Adolf Castillo,TXSO,Texas Southern University,1,2024,False
Brody Wilson,TXSO,Texas Southern University,1,2024,False
CJ Castillo,TXSO,Texas Southern University,1,2024,False
Carlos Marquez,TXSO,Texas Southern University,1,2024,False
Dade Hensley,TXSO,Texas Southern University,1,2024,False
Dalton Alford,TXSO,Texas Southern University,1,2024,True
Domenic Martinez,TXSO,Texas Southern University,1,2024,True
Isaac Garcia,TXSO,Texas Southern University,1,2024,False
James Malone,TXSO,Texas Southern University,1,2024,False
Joseph Villarreal,TXSO,Texas Southern University,1,2024,False
Josiah Castro,TXSO,Texas Southern University,1,2024,True
Justin Barnes,TXSO,Texas Southern University,1,2024,False
Justyn Valdez,TXSO,Texas Southern University,1,2024,False
Kam Walton,TXSO,Texas Southern University,1,2024,False
Tyler Legendre,TXSO,Texas Southern University,1,2024,False
Austin Eaton,TXST,Texas State University,1,2024,True
Calen Graham,TXST,Texas State University,1,2024,False
Cameron Bush,TXST,Texas State University,1,2024,True
Cameron OBanan,TXST,Texas State University,1,2024,False
Colby Diaz,TXST,Texas State University,1,2024,False
DJ Burke,TXST,Texas State University,1,2024,False
Dalton Buckingham,TXST,Texas State University,1,2024,False
Drayton Brown,TXST,Texas State University,1,2024,True
Jack Stroud,TXST,Texas State University,1,2024,False
Jonathan Martinez,TXST,Texas State University,1,2024,False
Keller Eberly,TXST,Texas State University,1,2024,False
Matthew Tippie,TXST,Texas State University,1,2024,False
Nicholas Holbrook,TXST,Texas State University,1,2024,False
Otto Wofford,TXST,Texas State University,1,2024,False
Peyton Zabel,TXST,Texas State University,1,2024,False
Rhett McCaffety,TXST,Texas State University,1,2024,False
Sam Hall,TXST,Texas State University,1,2024,True
Taylor Seay,TXST,Texas State University,1,2024,False
Tony Robie,TXST,Texas State University,1,2024,True
Tyler Cooper,TXST,Texas State University,1,2024,False
Ben Abernathey,UAB,University of Alabama at Birmingham,1,2024,False
Blayze Berry,UAB,University of Alabama at Birmingham,1,2024,True
Braxton Brooks,UAB,University of Alabama at Birmingham,1,2024,False
Braxton Shelton,UAB,University of Alabama at Birmingham,1,2024,True
